type,file_name,title,url,video_id,chapter,content
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 212/1096","Likewise, a large survey of six        bring their new pet home, this crucial bonding is shelters in three US cities revealed that out of       jeopardized, and many decide to return the ani- re-­relinquished animals, only half were               mal to the shelter rather than seek assistance or returned to the shelter of acquisition, while the      give the animal time to heal or adjust. Mondelli other half had alternative outcomes (American          et al. (2004) reported that 41% of returned dogs Humane Association 2013). The reality is that          came back within one week of adoption, and adopters who choose not to keep their newly            others have reported that 54% and 39% of the adopted pets have many other options for               returned animals were brought back to the shel- rehoming, and some may purposely choose                ter within two weeks of adoption (Shore  2005 not to return to the shelter for fear of being         and Diesel et  al.  2008, respectively). The judged as a failure by the organization. To            American Humane Association (2013) study build a partnership with adopters, it is impor-        found that of the dogs and cats not retained in tant that they view the animal shelter as a            homes following adoption, 27% left the home resource. Adopters should feel safe to seek            within two weeks of adoption and another 37% help from the shelter rather than relying on           between two weeks and two months. This is why other sources that may ultimately lead to less         it is critical to provide behavior-­related adoption ideal outcomes for the animal.                         counseling that will help both the animal and The fact that some adoptions do not result in       the family with the transition. long-­lasting relationships should not reflect            Even for those adopters who still have their failure on the part of the shelter or the adopter."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 213/1096","new pet, survey studies revealed that behavioral The most difficult aspect of adopting an ani-          issues were the biggest challenge they faced. This mal is that adopters cannot know for certain if        finding appears to be universal across many that animal will fit into their life. In addition to   countries. A US survey of 2,500 adopters found behavioral or health concerns that may arise           that nearly 51% reported that the pet had a behav- with the new pet, mismatched personalities             ioral issue of concern one week following acqui- (between the humans and/or the other pets in           sition (Lord et  al.  2008). In a Northern Ireland the home), unrealistic expectations on the part        survey, 68% of respondents who adopted a dog of the adopter, and a general lack of knowledge        from a shelter reported behavioral concerns about animal behavior can prevent the forma-           (Wells and Hepper  2000), and in an Australian tion of a long-­lasting bond. This is why adop-        study that looked at adopter satisfaction, undesir- tion matching and counseling as described              able behaviors were present in 53% of the dogs above are so important.                                and 14% of the cats (Scott et al. 2018). Surveys of Shelters should encourage adopters to return        adopters in New Zealand found that 48% of the the animal if things are not working out, and          kittens and cats had at least one behavioral prob- these returns should not be considered as fail-        lem (Gates et al. 2020), and 70% of dog adopters ures. When an animal is returned, shelters have        reported the same (Gates et al. 2018)."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 214/1096","Almost 200 the opportunity to learn more about that ani-          adopters from 84 different shelters in the Czech mal’s behavior in a home environment, and this         Republic were surveyed, and the researchers information can help improve the next adop-            found that 72% of the dogs exhibited behavioral tion. Additionally, as stated earlier, recent          problems in the first week after adoption research indicates that, at least for dogs, time out   (Vitulová et al. 2018). A companion animal’s per- of the shelter is beneficial (Gunter et al. 2019).     sonality and good behavior are keys to retention 25.3 ­Increasing  the Likelihood of Successful Adoptions   649 and adopter satisfaction. Half of those adopters        Shelters need to make more of an effort to that cited problems with their adopted animal’s      support their adopters than simply telling behavior said that bad habits were their biggest     them to call if they need help. The first step is challenge (Neidhart and Boyd 2002). These stud-      for shelters to understand the kind of post-­ ies support the necessity of good behavioral         adoption health and behavioral issues that adoption counseling as well as being a resource      adopters commonly experience with their new for adopters needing behavioral help post-­          companion. From there, creating or obtaining adoption, especially during the first few weeks      informational tip sheets that address these and months.                                          common medical and behavioral issues and The follow-­up survey conducted by Vitulová        making them available on the shelter’s website et  al. (2018) did reveal significant positive       is the minimum that a shelter can do. The changes in the behavior of dogs six months           information tip sheets need to be easily and after leaving the shelter."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 215/1096","This suggests that        quickly found on the website; there should be mere patience and time spent in a family can         tabs on the home page directing the adopter to be a solution to at least some of the behavioral     “Behavioral Help” and “Medical Help.” problems encountered soon after adoption.            Adopters should be shown the website links The researchers suggest that if professional         during the adoption counseling session so that post-­adoption behavioral counseling were pro-       they know that resources are available should vided, it could decrease the amount of time          they experience a problem. required for the solution. The only problematic         Beyond website tip sheets, shelters can set up behavior that did not simply improve with            a designated phone line and email address as time was aggressive behavior. It would seem          the next level of support. Providing the help-­ from this finding that professional post-­           line phone number and email address at the adoption behavioral counseling is especially         time of adoption, in addition to having it on the critical when animals are exhibiting aggressive      shelter’s home webpage, is critical. If these ave- behavior that persists over time.                    nues for contact are set up, however, it is impera- tive that someone monitor and respond to incoming phone or email messages in a timely 25.3.2  Post-­adoption Support fashion or the adopter will become frustrated Programs with the agency. Simple behavior questions that Providing post-­adoption support ensures that        come into the system could be directed to staff adoption agencies are doing everything they can      or volunteers with some degree of behavioral/ to help their adopters successfully develop a lov-   training knowledge."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 216/1096","For more serious behavioral ing, long-­term relationship with the animals        concerns, the caller should be referred to a certi- they place. The primary goal is to be available to   fied behaviorist. All medical concerns need to provide assistance to adopters who may be expe-      be referred to a veterinarian. riencing problems with their new companion.             The next level of post-­adoption support While most shelters tell their adopters to call if   involves proactively reaching out to adopters they have any questions or problems, that may        periodically to inquire about how things are not be the most effective support strategy.          going with their new companion. Reaching out Shelters often do not have the staff available to    to adopters allows shelters to answer any ques- take incoming calls or even to return calls should   tions the adopter may have and provide assis- the adopter leave a message. Furthermore, many       tance with problems they may be experiencing staff members do not have the knowledge              with their new companion. This effort serves to needed to offer sound advice to an adopter seek-     not only reduce returns or other forms of ing resolution to a health or behavior problem       rehoming but will increase the goodwill adop- they are experiencing with their new pet.            ters have toward the adoption agency. 650   25  Animal Placement and Follow-­Up This type of proactive post-­adoption support      animal adjustment, animal health, animal program is unfortunately not very common-            behavior, need for assistance with post-adoption place. A survey of 56 animal shelters in the         problems, and adopter satisfaction with ­animal United States and Canada revealed that half of       match (Reider 2015a)."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 217/1096","the shelters reported that they did not have the        The returned email surveys will need to be time or resources to conduct post-­adoption fol-     reviewed daily to ensure timely responses to low-­up of any kind. When follow-­up did occur,      requests for help. Some of the requests can be there was a significant amount of variability        responded to with a return email that includes regarding how often and when checks were             advice and instructional material. Other adop- conducted. The most significant challenge to         ter requests for help will need to be followed up good post-­adoption support seems to be a lack       with a phone call. Calling the adopters whose of resources (Burch et  al.  2006). However,         questions or problems require more extensive perhaps the challenge is not necessarily a lack      assistance will require additional time and of resources but rather a poor allocation of         effort by the shelter. Being able to offer adopters available resources. Committing resources to         behavior counseling and training; guidance for provide post-­adoption support will likely reduce    health problems; referrals to pet-­related ser- other needed resources should the adopter            vices in the community; and programs to assist decide to return the animal to the shelter.          financially struggling adopters with items such There are several ways that adoption agen-         as veterinary care, food, and supplies will be cies can proactively reach out to their adopters.    necessary (Reider  2015a). If the shelter does Conducting post-­adoption follow-­up phone           not have the needed services in-­house, they calls is the most resource-­dependent option, as      need to have a list of outside organizations that it often takes several calls to contact the adop-     can provide such assistance (e.g."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 218/1096",", local behavior ter, and when an adopter is actually contacted,       professional or training facility, low-­cost veteri- the phone call could require a significant time       nary practice, food bank address) and offer commitment. During their follow-­up study,            these resources to the adopter. Gates et al. (2018) found that, on average, each         Some shelters are fortunate enough to have telephone interview took approximately                the resources for a more robust adoption support 35  minutes to complete (range: 13–58  min-           program. The four main components of a com- utes). Due to the significant time constraints        prehensive program include not only proactively encountered with conducting the survey by             contacting and assisting adopters with issues but telephone, this option was discontinued four          also gathering and analyzing adopter feedback weeks into the study period. Most shelters do         and using the information gained to improve the not have the time or personnel to conduct fol-        organization’s programs and services. In the first low-­up phone calls to their adopters.                edition of this text, Reider (2015a) discusses the Using email as a form of proactive contact is      comprehensive adoption support program a less resource-­intensive alternative. This          developed at the Michigan Humane Society approach may be better received by adopters,          (MHS). The MHS program, which contacts as they generally indicated a preference to be        adopters at one week, one month, and one year contacted by email (Gates et al. 2020). The ability   post-­adoption, is managed and conducted by a to conduct post-­adoption support via email           team of trained volunteers. A formula to deter- requires that agencies attain the adopter’s cur-      mine how many volunteers are needed to run rent email address at the time of the adoption."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 219/1096","such a program is presented (Reider 2015a). The post-­adoption support email survey should           A good adoption support program should not contain too many questions so that it can         strive to contact all adopters and to identify adop- be completed in only a few minutes to maxi-           tions that are in danger of being unsuccessful for mize the response rate. The categories of             the adopter or the animal (see “What is ‘Adoption ­questions asked in the survey should include         Success?’” in Reider  2015a). The survey that is 25.4 ­Conclusion    651 sent to adopters should therefore contain ques-        own a smartphone (Pew Research Center 2019) tions that will inform the shelter if there are any    and most smartphone users understand how issues relating to the health, behavior, or quality    to download and use applications, MPA is an of life of the animal. A comprehensive post-­          extremely valuable tool for shelters. adoption support program such as the one devel-           Adopters who download the MPA app are oped by MHS will be most effective if an online        sent regular check-­in surveys throughout the survey tool (SurveyMonkey®, Constant Contact®,         first month post-­adoption. If the adopter SoGoSurvey, etc.) is used to collect the responses     reports a concern in a survey, they receive an from adopters. These tools allow comprehensive         immediate response on the app and in an email analysis of the collected data that can be used to     that provides them with helpful tips, advice, improve existing programs, develop new pro-            and resources created by shelter medicine vet- grams, or attain additional resources to help their    erinarians and behaviorists to help them adopters (Reider 2015a). It is important to under-     understand and resolve the issue they are expe- stand that even the most comprehensive proac-          riencing with their pet."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 220/1096","While more serious tive post-­adoption support programs will be           problems are flagged in the system to alert the unable to reach every adopter. Response rates for      shelter that additional assistance is needed, the all types of survey research are typically very low.   fact that the adopter is provided with an imme- MHS reported that only one-­quarter of the total       diate response containing helpful suggestions number of adopters over a four-­year period            is extraordinary. responded to the emailed surveys.                         The shelter still has work to do on their end Each shelter has to determine what they are         when using MPA. They will need to check the capable of providing in terms of post-­adoption        submitted survey responses from adopters every support. Comprehensive post-­adoption sup-             day. The MPA system color-­codes responses so port programs are very resource dependent. As          that the shelter can easily see which adopters are Reider stated while describing the MHS pro-            in need of further assistance (red = serious issue, gram, “Adopter support must be sustainable. If         yellow = mild to moderate issue, blue = question you can’t keep up or manage adopter support it         or comment). This allows the shelter to prioritize can become a burden. If you find out about             which adopters need immediate assistance and problems adopters are having you need to help          which may be able to wait a bit longer. people fix them. If the data is collected but             According to the Director of Client Experience never used, then what is the point?”                   at Pethealth, Inc., the company that now manages (Reider 2015b).                                        the MPA program, as of March 31, 2021, 876 Gates et al."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 221/1096","(2018) suggested that it would be      organizations have registered for the MPA applica- worth assessing greater use of technologies to         tion with 212 organizations actively using the sys- help provide post-­adoption support in a less          tem. A total of 147,353 adopters or foster caregivers resource-intensive manner. They suggested              have downloaded the app, and 124,622 have sub- using text, emails, social media platforms, and        mitted at least one health or behavioral survey other emerging technologies. The newest use            (J. Gorton, personal communication). of technology to help support adopters is the Maddie’s Pet Assistant (MPA). Developed by Maddie’s Fund and launched at the HSUS                 25.4 ­Conclusions Expo in May of 2017, MPA is a free application for mobile phones and tablets to help animal           Considering the perspective of the adopter and shelters provide support to and communica-             using empirically based marketing strategies tion with adopters. This program has the               can improve adoption programs by increasing potential to assist a great many adopters with-        the number of visitors coming into animal shel- out straining the resources of the shelter. Since      ters as well as the overall adoption numbers. 81% of people living in the United States now          These strategies include ensuring that the 652   25  Animal Placement and Follow-­Up a­ nimal shelter is serving all members of the           matchmaking, adoption counseling, and community by not imposing unnecessary bar-              providing ­written take-­home information tip riers to adoptions, using appropriate animal            sheets."
document,578079276-Animal-Behavior-for-Shelter-Veterinarians-and-Staff-2nd-Edition,,,,"Chapter 8, Figure 8.9). Most dogs from fighting      open (see Chapter 8 for an explanation of how to Part 222/1096","Post-­adoption support includes having profile ads on social media, and understand-            medical and behavioral information tip sheets ing the needs and behaviors of adopters within          available on the organization’s website and the animal shelters as they search for their            having some way for adopters to contact the new family members. Training programs to                shelter for assistance. Additionally, shelters increase the likelihood of adoption must fol-           should make efforts to proactively reach out to low the needs and desires of the adopters: to           adopters to check in and offer assistance if feel chosen and needed by their prospective             they are experiencing any issues of concern animals. Therefore, behavioral training should          with their new companions. Taking these steps focus on creating physical proximity and                will result in the best outcomes for adopters social interactions between adopters and their          and the companion animals they take into chosen animals.                                         their homes. Ultimately, the best adoption support that can be offered to adopters is a combination of          Please visit the companion website for video all of the efforts discussed in this chapter.           clips and downloadable resources associated The  pre-­adoption measures consist of                  with this chapter. ­References American Humane Association. (2013).                     Casey, R.A., Vandenbussche, S., Bradshaw, Keeping pets (dogs and cats) in homes: Phase             J.W.S. et al. (2009). Reasons for II: Descriptive study of post-­adoption                  relinquishment and return of domestic cats retention in six shelters in three U.S. cities.          (Felis silvestris catus) to rescue shelters in the Denver, CO: American Humane Association.                 UK. Anthrozoös 22 (4): 347–358."
